latitude,longitude,elevation_m,temperature_C,humidity_percent,rainfall_mm_day,windspeed_mps,soil_type,soil_pH,soil_moisture_percent,organic_carbon_percent,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,bulk_density_gcm3,drainage,ndvi,canopy_cover_percent,burn_severity,fire_frequency_5yr,deforestation_percent,native_species_suitability,carbon_sequestration_tCO2_ha,recommended_reforestation_method,recommended_species
-0.964954,-72.835377,149.8,26.13,89.2,4.96,3.65,Ultisol,6.33,48.2,6.12,2474,40,240,1.33,Moderate,0.869,94.2,0.0,1,17.8,100.0,227.2,Natural Regeneration,Brazil Nut
-1.285346,-69.481272,181.0,32.8,72.8,6.68,0.2,Histosol,4.51,46.8,6.76,1194,30,94,1.32,Moderate,0.867,81.5,0.057,0,15.3,100.0,250.0,Natural Regeneration,Brazil Nut
-2.972815,-72.402273,135.4,32.4,69.0,29.18,2.17,Entisol,5.79,64.4,2.77,820,13,238,1.55,Moderate,0.679,56.1,0.045,0,15.5,100.0,162.0,Natural Regeneration,Brazil Nut
-0.959776,-69.470244,329.2,34.98,67.5,12.11,0.2,Oxisol,4.04,45.0,1.22,1238,25,128,0.92,Moderate,0.419,36.8,0.545,5,59.2,77.4,123.0,Direct Seeding,Açaí Palm
-4.756028,-64.14721,205.6,25.35,94.9,8.16,7.34,Inceptisol,6.26,59.1,1.07,1956,9,21,1.36,Moderate,0.517,53.9,0.356,4,36.0,100.0,138.5,Agroforestry,Rubber Tree
-3.945517,-71.163277,298.2,22.8,99.5,13.06,0.23,Ultisol,5.16,59.7,1.17,2331,36,128,1.43,Moderate,0.568,47.3,0.143,2,21.9,100.0,148.3,Agroforestry,Rubber Tree
2.092717,-69.998402,271.0,27.76,86.5,7.4,0.4,Oxisol,4.72,53.7,4.95,1575,34,186,1.31,Poor,0.825,68.8,0.105,0,11.9,100.0,223.7,Natural Regeneration,Brazil Nut
1.013438,-63.300277,238.2,23.08,100.0,12.9,2.39,Oxisol,4.72,58.4,2.51,1842,37,161,1.51,Poor,0.571,67.4,0.432,3,49.8,97.5,140.5,Direct Seeding,Açaí Palm
-1.617053,-65.835897,184.0,24.32,95.2,7.9,5.06,Entisol,6.74,57.7,3.22,2416,3,221,1.57,Good,0.611,56.3,0.1,1,0.0,100.0,157.0,Natural Regeneration,Brazil Nut
-0.862797,-62.776205,20.7,29.76,80.7,4.38,2.86,Ultisol,6.43,60.6,3.22,2420,12,108,1.07,Good,0.767,72.9,0.162,3,0.0,100.0,218.6,Natural Regeneration,Brazil Nut
-2.040009,-63.699871,222.4,29.7,84.4,34.76,0.49,Ultisol,6.21,58.0,2.49,2113,20,230,1.51,Moderate,0.478,40.1,0.345,2,31.2,100.0,123.5,Agroforestry,Rubber Tree
0.926239,-58.532527,137.5,22.56,99.3,3.91,6.69,Ultisol,5.41,63.6,2.08,1918,38,167,1.26,Poor,0.516,39.2,0.393,4,51.3,98.8,143.2,Direct Seeding,Açaí Palm
1.273497,-51.507451,58.9,27.76,84.4,31.44,5.6,Oxisol,5.12,73.3,4.13,1638,11,178,1.39,Moderate,0.95,95.2,0.0,0,22.7,100.0,248.1,Natural Regeneration,Brazil Nut
1.106282,-71.411256,166.7,28.89,85.1,2.11,3.17,Oxisol,5.65,53.8,1.41,623,11,115,1.08,Moderate,0.421,42.9,0.441,4,53.3,95.3,126.1,Direct Seeding,Açaí Palm
0.780894,-71.617756,262.7,25.48,91.1,21.32,5.42,Ultisol,5.53,69.1,3.75,823,32,105,1.48,Moderate,0.697,67.4,0.204,2,14.4,100.0,194.1,Natural Regeneration,Brazil Nut
-3.363965,-53.532653,337.4,33.34,70.3,4.29,2.2,Oxisol,6.48,40.1,3.52,302,39,161,1.23,Moderate,0.557,58.8,0.295,2,41.7,100.0,146.1,Direct Seeding,Açaí Palm
-2.29624,-61.846479,143.5,24.09,95.5,12.13,4.22,Oxisol,6.72,57.8,2.74,1904,40,100,1.39,Moderate,0.636,71.1,0.336,2,22.8,100.0,178.2,Agroforestry,Rubber Tree
-1.241237,-55.606279,199.1,25.3,92.6,27.79,7.04,Oxisol,6.61,67.1,1.49,2314,9,206,1.51,Moderate,0.537,48.1,0.286,3,40.4,100.0,121.1,Direct Seeding,Açaí Palm
-2.353656,-68.829874,300.9,24.04,89.4,23.97,0.86,Histosol,6.15,59.4,4.94,1481,31,188,1.34,Moderate,0.811,76.0,0.331,3,38.5,100.0,232.9,Agroforestry,Rubber Tree
1.039522,-54.107298,130.2,23.52,97.9,26.5,6.78,Ultisol,5.14,66.3,4.61,444,20,197,1.32,Moderate,0.871,92.9,0.125,1,20.7,100.0,231.1,Natural Regeneration,Brazil Nut
-2.365172,-51.827681,66.9,33.43,80.7,42.96,6.31,Oxisol,6.13,67.3,5.45,846,6,127,0.95,Moderate,0.926,80.1,0.041,0,9.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.894143,-58.748408,113.0,25.61,86.1,10.99,7.59,Oxisol,6.18,62.8,4.19,2348,23,245,1.38,Good,0.829,78.8,0.131,0,15.1,100.0,230.5,Natural Regeneration,Brazil Nut
-1.807676,-71.458903,316.7,31.39,74.0,24.99,4.11,Ultisol,4.48,53.7,4.07,724,20,93,1.15,Moderate,0.706,60.8,0.245,2,23.4,100.0,193.4,Natural Regeneration,Brazil Nut
2.839315,-52.512924,72.6,27.56,100.0,20.43,2.2,Oxisol,6.29,71.8,2.46,1076,31,105,1.5,Good,0.668,74.9,0.156,1,15.2,100.0,169.7,Natural Regeneration,Brazil Nut
-3.192949,-54.980295,128.6,30.27,75.2,15.34,2.82,Oxisol,6.55,60.8,3.39,207,36,164,1.21,Moderate,0.787,85.0,0.178,1,0.0,100.0,223.3,Natural Regeneration,Brazil Nut
-0.102731,-55.978933,173.3,34.07,76.3,11.78,5.12,Spodosol,6.1,39.2,4.22,952,7,246,1.49,Moderate,0.631,57.7,0.238,3,29.4,100.0,177.1,Natural Regeneration,Brazil Nut
-1.536216,-73.118523,299.5,32.98,71.4,9.66,1.13,Entisol,5.91,49.2,1.44,1235,19,204,1.51,Moderate,0.43,47.0,0.4,3,27.9,100.0,128.5,Agroforestry,Rubber Tree
-4.431803,-54.824899,329.4,22.9,98.1,13.63,2.81,Spodosol,4.61,55.6,5.22,542,37,175,1.38,Moderate,0.852,88.2,0.178,3,27.9,100.0,233.7,Natural Regeneration,Brazil Nut
-1.096987,-70.689176,160.5,32.99,71.9,12.57,5.81,Oxisol,5.79,45.5,6.59,309,35,181,0.95,Poor,0.836,89.6,0.066,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
0.617315,-68.662732,327.5,27.87,87.4,3.94,4.59,Oxisol,5.77,59.7,6.82,2430,34,233,1.08,Good,0.95,97.0,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-0.89424,-60.148764,73.3,26.55,80.7,37.31,0.5,Ultisol,5.05,70.2,5.87,955,39,155,1.09,Poor,0.95,100.0,0.0,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
1.976849,-67.640461,71.8,30.74,79.1,11.64,3.97,Inceptisol,4.32,48.9,5.86,932,6,193,1.43,Moderate,0.872,64.5,0.183,0,9.2,100.0,239.7,Natural Regeneration,Brazil Nut
-2.688504,-58.127643,333.3,34.35,67.1,15.57,4.19,Oxisol,5.22,42.3,1.99,2491,5,157,1.53,Moderate,0.444,39.4,0.396,3,38.9,100.0,123.9,Agroforestry,Rubber Tree
-4.310007,-59.406309,188.2,23.22,87.6,42.76,5.61,Oxisol,6.58,70.5,2.97,375,21,229,1.34,Good,0.71,69.1,0.09,2,0.0,100.0,192.4,Natural Regeneration,Brazil Nut
2.492525,-71.40441,81.3,31.99,80.6,7.27,0.09,Oxisol,6.19,61.0,5.57,1774,13,118,1.07,Good,0.887,94.6,0.176,0,36.0,100.0,250.0,Natural Regeneration,Brazil Nut
-1.974429,-58.25565,181.0,24.65,82.8,10.27,3.43,Inceptisol,4.99,56.2,1.22,527,15,169,1.14,Moderate,0.48,51.0,0.404,4,36.8,94.4,121.7,Agroforestry,Rubber Tree
-0.388756,-51.825082,278.5,26.94,98.4,4.86,7.09,Oxisol,4.55,67.1,1.49,2140,30,247,1.27,Good,0.58,60.5,0.375,3,50.7,100.0,163.2,Direct Seeding,Açaí Palm
1.336025,-70.133362,292.9,33.36,74.7,23.64,0.2,Oxisol,5.29,56.3,4.83,200,7,245,0.96,Good,0.844,90.7,0.169,2,0.0,100.0,229.7,Natural Regeneration,Brazil Nut
-2.405491,-59.670511,305.1,29.1,75.5,5.93,5.38,Inceptisol,6.12,39.6,3.61,1749,18,63,1.47,Good,0.641,54.4,0.354,4,65.3,100.0,166.2,Assisted Natural Regeneration,Andiroba
0.729316,-65.795231,208.0,22.88,100.0,39.12,1.79,Oxisol,5.92,79.4,5.1,1000,17,211,1.34,Moderate,0.93,93.3,0.154,2,17.5,100.0,242.2,Natural Regeneration,Brazil Nut
-3.916649,-62.96932,306.1,28.6,79.7,6.03,3.1,Ultisol,6.47,47.0,2.54,1748,32,248,1.06,Good,0.534,46.7,0.438,5,39.8,100.0,149.5,Agroforestry,Rubber Tree
-2.66965,-67.111996,188.3,32.27,70.8,13.32,7.07,Oxisol,4.87,46.4,1.49,1817,22,173,1.54,Moderate,0.458,46.7,0.44,4,39.9,83.7,108.7,Agroforestry,Rubber Tree
-3.842315,-65.500865,220.3,28.88,73.8,7.25,2.9,Oxisol,5.38,39.4,5.98,1000,23,105,1.27,Moderate,0.871,86.8,0.176,2,24.6,100.0,250.0,Natural Regeneration,Brazil Nut
1.489844,-73.306116,270.4,24.17,90.3,32.81,4.36,Ultisol,4.72,63.6,5.7,2057,14,58,0.94,Moderate,0.95,93.1,0.0,0,16.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.218806,-50.442758,160.4,27.79,81.8,13.05,0.72,Histosol,6.17,53.6,3.78,1096,28,45,1.4,Moderate,0.73,72.2,0.0,0,15.8,100.0,223.8,Natural Regeneration,Brazil Nut
0.739228,-59.004802,44.3,34.02,74.0,9.38,2.6,Oxisol,5.18,41.0,6.28,1779,8,137,1.23,Moderate,0.794,94.9,0.177,1,31.9,100.0,236.6,Natural Regeneration,Brazil Nut
2.546387,-61.983066,135.6,30.56,84.4,14.55,1.13,Inceptisol,5.2,47.9,2.34,2349,25,232,1.24,Moderate,0.588,50.8,0.516,4,56.7,100.0,131.7,Direct Seeding,Açaí Palm
-0.777822,-64.790832,225.9,31.49,70.1,13.77,4.49,Histosol,6.28,52.7,3.2,1565,21,171,1.38,Good,0.59,54.4,0.322,2,46.9,100.0,155.7,Direct Seeding,Açaí Palm
-0.679766,-61.055011,83.5,32.22,75.8,44.6,3.68,Oxisol,6.04,61.5,2.46,1928,29,197,1.04,Good,0.544,57.2,0.246,3,19.4,100.0,125.6,Agroforestry,Rubber Tree
-1.311731,-64.877456,69.0,23.18,87.9,31.57,2.12,Oxisol,5.32,64.6,1.52,2451,11,59,1.57,Moderate,0.545,59.2,0.176,0,20.0,100.0,136.4,Agroforestry,Rubber Tree
-2.392879,-65.36221,116.7,29.56,82.5,11.09,8.0,Histosol,5.05,54.0,4.92,2054,18,64,1.47,Good,0.886,86.2,0.0,0,10.6,100.0,248.7,Natural Regeneration,Brazil Nut
-1.19476,-62.865283,30.6,26.89,98.6,14.37,1.23,Ultisol,5.93,60.5,4.55,1769,19,199,1.53,Good,0.815,72.5,0.097,1,24.8,100.0,201.4,Natural Regeneration,Brazil Nut
-0.17754,-67.376407,265.3,23.81,86.6,31.57,6.6,Entisol,6.64,72.9,3.67,1428,23,59,1.54,Poor,0.842,83.1,0.255,0,0.0,100.0,245.0,Natural Regeneration,Brazil Nut
2.887933,-69.678802,105.4,24.64,88.3,15.08,0.29,Inceptisol,5.19,63.6,6.16,2043,39,49,1.18,Good,0.95,86.5,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
2.502116,-60.641458,61.0,32.16,78.2,26.31,6.77,Oxisol,4.11,63.0,3.96,501,18,71,1.13,Poor,0.728,76.9,0.254,3,0.8,100.0,205.9,Natural Regeneration,Brazil Nut
1.897224,-53.77363,250.7,24.1,99.0,12.6,3.82,Oxisol,6.46,68.8,3.7,2283,3,163,1.29,Good,0.797,84.3,0.318,3,29.4,100.0,211.4,Agroforestry,Rubber Tree
2.113044,-70.332124,298.2,26.06,85.1,11.62,6.63,Inceptisol,4.47,61.2,5.09,1062,24,137,0.98,Good,0.824,74.2,0.399,3,55.4,100.0,245.9,Direct Seeding,Açaí Palm
-1.257207,-73.214376,26.6,25.7,98.1,5.16,5.98,Ultisol,6.52,65.8,1.23,1405,33,125,1.26,Moderate,0.43,40.5,0.459,5,34.1,100.0,108.6,Agroforestry,Rubber Tree
0.259555,-68.076518,97.1,22.63,94.3,9.83,4.58,Ultisol,6.32,60.1,2.67,2261,14,75,1.31,Moderate,0.699,69.1,0.137,2,24.8,100.0,174.4,Natural Regeneration,Brazil Nut
2.160534,-50.486705,331.9,28.01,93.3,15.2,2.97,Ultisol,5.85,59.9,6.0,432,3,138,0.98,Good,0.95,100.0,0.232,2,39.3,100.0,250.0,Natural Regeneration,Brazil Nut
-1.856394,-54.109806,147.1,31.96,77.5,12.09,5.32,Oxisol,6.37,46.1,1.78,818,2,113,1.42,Good,0.503,40.7,0.512,3,34.3,95.9,108.4,Agroforestry,Rubber Tree
2.6941,-59.699215,329.7,22.29,100.0,13.05,6.66,Oxisol,4.73,62.0,5.91,1640,23,60,1.54,Moderate,0.95,100.0,0.096,0,19.5,100.0,250.0,Natural Regeneration,Brazil Nut
-1.673712,-51.698026,110.5,23.46,98.2,9.48,4.03,Oxisol,6.4,67.3,4.81,385,39,185,1.11,Moderate,0.88,77.2,0.174,1,4.2,100.0,230.9,Natural Regeneration,Brazil Nut
-0.191339,-63.313301,92.0,31.36,79.9,10.14,3.32,Oxisol,5.57,46.9,5.81,206,7,154,0.91,Moderate,0.862,82.5,0.12,0,9.5,100.0,250.0,Natural Regeneration,Brazil Nut
0.678438,-50.401266,90.7,29.72,84.3,12.38,1.14,Inceptisol,4.5,59.5,1.47,1406,7,54,1.52,Moderate,0.455,49.8,0.5,4,60.4,96.3,121.1,Assisted Natural Regeneration,Andiroba
2.604736,-66.888751,48.1,31.3,82.5,19.04,7.17,Oxisol,4.71,57.8,5.23,2354,38,250,1.16,Good,0.715,74.2,0.135,1,28.1,100.0,204.8,Natural Regeneration,Brazil Nut
-3.04307,-68.232662,315.8,24.99,92.4,24.27,2.14,Oxisol,6.21,65.4,5.67,2384,11,236,0.9,Moderate,0.95,89.1,0.073,1,32.4,100.0,250.0,Natural Regeneration,Brazil Nut
0.969048,-58.686843,343.3,32.45,69.4,5.75,0.99,Ultisol,6.36,43.1,1.15,1422,22,217,0.98,Moderate,0.374,24.0,0.531,3,39.5,83.1,93.1,Agroforestry,Rubber Tree
-0.833475,-64.924305,335.0,28.24,84.0,10.88,0.53,Ultisol,6.45,43.8,5.36,889,9,137,1.37,Good,0.848,83.3,0.117,0,30.4,100.0,225.6,Natural Regeneration,Brazil Nut
-2.851543,-58.967227,301.2,29.93,76.8,13.73,6.01,Oxisol,4.52,47.3,3.93,590,11,187,1.27,Poor,0.745,80.7,0.239,2,20.6,100.0,189.4,Natural Regeneration,Brazil Nut
1.212855,-66.680108,299.5,23.2,94.0,18.0,5.4,Ultisol,6.53,62.5,1.08,1991,2,225,1.02,Moderate,0.513,68.2,0.331,1,35.6,100.0,116.5,Agroforestry,Rubber Tree
-0.582222,-59.169962,238.2,24.67,100.0,15.32,0.96,Ultisol,5.38,65.5,4.88,2441,16,30,1.27,Good,0.865,81.4,0.18,3,20.9,100.0,242.4,Natural Regeneration,Brazil Nut
0.287791,-67.38209,292.7,32.05,78.0,12.06,4.24,Oxisol,6.78,54.2,2.45,873,6,50,1.16,Good,0.521,39.4,0.317,2,27.7,100.0,140.2,Agroforestry,Rubber Tree
-2.416791,-72.77667,88.8,24.91,95.6,20.78,1.22,Oxisol,5.33,68.3,6.79,846,33,77,1.05,Poor,0.95,91.5,0.067,0,25.0,100.0,250.0,Natural Regeneration,Brazil Nut
-1.149808,-52.108738,148.0,23.2,100.0,3.09,3.07,Spodosol,4.71,54.5,6.87,1901,20,49,1.5,Moderate,0.95,94.6,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-0.061166,-52.803075,231.5,29.76,83.7,20.53,6.26,Ultisol,4.17,51.2,1.02,1871,5,49,1.48,Poor,0.32,36.7,0.548,6,36.3,81.9,60.8,Seedling Plantation,Mahogany
-1.760713,-50.700844,308.7,29.12,91.5,10.74,1.82,Oxisol,5.86,62.9,1.81,1485,36,105,1.38,Moderate,0.55,55.9,0.359,3,48.4,100.0,137.1,Direct Seeding,Açaí Palm
-3.41302,-56.803348,238.0,29.9,69.8,16.87,0.22,Ultisol,4.01,44.8,4.09,1327,29,157,1.03,Moderate,0.605,55.2,0.366,3,18.1,100.0,159.2,Agroforestry,Rubber Tree
2.693124,-57.614692,296.9,30.04,74.9,28.41,1.55,Inceptisol,6.34,62.2,4.77,2164,38,249,1.18,Poor,0.85,69.4,0.065,1,0.0,100.0,221.4,Natural Regeneration,Brazil Nut
-0.90826,-60.583926,176.4,28.5,80.2,5.34,3.2,Oxisol,4.87,49.4,4.79,1897,10,21,1.41,Good,0.722,72.4,0.161,1,17.9,100.0,206.1,Natural Regeneration,Brazil Nut
0.871363,-70.977382,256.7,28.42,77.1,20.19,1.93,Spodosol,5.86,59.6,5.32,1592,28,117,1.46,Good,0.921,100.0,0.095,1,8.4,100.0,250.0,Natural Regeneration,Brazil Nut
-1.711622,-69.458353,343.4,34.01,70.5,8.74,5.78,Inceptisol,5.4,44.0,2.05,1049,5,245,1.55,Moderate,0.346,23.7,0.566,3,61.0,80.7,94.2,Assisted Natural Regeneration,Andiroba
-2.158946,-67.052727,70.7,28.94,83.4,7.47,6.31,Oxisol,5.84,52.5,2.8,1267,29,164,1.01,Good,0.612,75.9,0.501,4,49.6,100.0,166.2,Direct Seeding,Açaí Palm
-1.742686,-52.636247,325.9,30.02,89.8,18.14,1.92,Spodosol,4.15,65.2,4.23,1408,34,207,1.12,Moderate,0.797,98.9,0.054,0,10.1,100.0,212.9,Natural Regeneration,Brazil Nut
-1.726427,-69.848731,192.4,25.47,95.8,5.54,2.15,Oxisol,4.55,53.4,1.85,2307,14,115,1.03,Good,0.496,60.9,0.313,3,32.3,100.0,131.5,Agroforestry,Rubber Tree
-0.646559,-51.851044,232.3,33.32,69.2,11.66,4.48,Inceptisol,6.5,42.9,5.87,2176,6,20,1.59,Moderate,0.798,82.2,0.056,0,43.4,100.0,234.9,Natural Regeneration,Brazil Nut
-0.652241,-61.453142,309.7,22.32,100.0,5.51,6.02,Ultisol,5.17,71.7,5.71,2182,23,127,1.46,Good,0.95,85.5,0.015,0,0.3,100.0,250.0,Natural Regeneration,Brazil Nut
-1.022769,-56.826329,155.2,29.24,72.8,26.06,7.67,Ultisol,5.58,51.9,5.09,2142,19,77,1.2,Poor,0.732,64.9,0.219,1,12.9,100.0,197.3,Natural Regeneration,Brazil Nut
-3.921714,-71.354132,158.2,26.99,88.2,11.87,2.4,Ultisol,5.28,56.9,2.99,2266,25,64,1.38,Good,0.685,65.9,0.303,4,12.6,100.0,188.5,Agroforestry,Rubber Tree
-1.031396,-67.543195,194.0,29.85,80.8,26.14,7.29,Oxisol,6.55,59.0,4.49,479,14,134,1.45,Poor,0.82,78.3,0.214,1,16.5,100.0,241.9,Natural Regeneration,Brazil Nut
-3.647169,-50.995553,26.3,26.68,83.8,17.87,1.45,Oxisol,4.56,60.7,1.03,2315,5,78,1.37,Moderate,0.536,52.7,0.436,3,47.0,94.8,114.5,Direct Seeding,Açaí Palm
-3.990914,-67.612401,183.9,31.33,75.7,3.02,0.33,Ultisol,6.35,50.1,4.6,811,4,179,1.0,Good,0.722,70.4,0.225,3,36.1,100.0,206.2,Natural Regeneration,Brazil Nut
2.461166,-66.883479,116.1,22.26,95.9,2.08,6.34,Spodosol,4.17,56.6,1.3,1390,12,57,0.9,Good,0.496,54.7,0.485,5,39.7,100.0,126.7,Agroforestry,Rubber Tree
-0.1604,-69.257663,326.2,27.28,82.1,7.89,3.83,Oxisol,6.4,54.6,2.32,1032,16,79,1.48,Moderate,0.497,46.9,0.396,4,41.3,96.3,125.9,Direct Seeding,Açaí Palm
0.27592,-70.902232,49.0,32.81,76.4,20.72,0.61,Oxisol,6.53,50.3,3.09,2270,21,191,1.38,Poor,0.642,68.2,0.284,2,55.5,100.0,172.9,Natural Regeneration,Brazil Nut
-1.785651,-68.401817,171.6,25.25,97.0,7.19,0.57,Oxisol,6.21,62.8,4.87,1510,12,87,1.5,Moderate,0.847,74.7,0.191,2,34.6,100.0,234.4,Natural Regeneration,Brazil Nut
2.271847,-58.584155,332.7,22.69,100.0,17.98,0.11,Ultisol,4.78,64.3,2.45,1811,38,229,1.0,Moderate,0.615,66.6,0.277,2,43.8,100.0,159.3,Natural Regeneration,Brazil Nut
0.103444,-63.071174,317.3,28.45,81.7,15.66,2.45,Oxisol,4.32,61.9,1.78,1339,10,96,1.15,Poor,0.593,32.4,0.364,2,38.0,100.0,139.3,Agroforestry,Rubber Tree
1.153359,-60.70986,251.4,34.69,64.9,9.07,5.88,Oxisol,5.4,52.3,3.98,2021,35,206,1.05,Moderate,0.626,56.2,0.218,1,12.9,100.0,167.2,Natural Regeneration,Brazil Nut
-2.0515,-71.063244,214.5,22.83,95.9,7.67,5.32,Oxisol,5.86,51.3,5.5,886,4,22,1.47,Poor,0.82,80.7,0.124,1,25.0,100.0,225.9,Natural Regeneration,Brazil Nut
2.680095,-54.749205,112.6,22.91,96.6,7.84,8.0,Ultisol,6.29,70.4,3.34,1238,9,184,1.22,Moderate,0.752,80.3,0.382,3,30.1,100.0,214.7,Agroforestry,Rubber Tree
1.56369,-55.181727,141.1,29.74,76.3,39.56,4.75,Ultisol,5.42,60.6,6.15,2280,14,48,1.57,Poor,0.945,95.4,0.0,0,2.2,100.0,250.0,Natural Regeneration,Brazil Nut
1.831588,-73.481842,49.7,25.25,97.1,20.28,0.88,Entisol,5.53,71.4,6.65,1898,39,204,1.58,Poor,0.95,78.9,0.05,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.622446,-64.795638,279.4,27.33,85.7,18.27,7.83,Oxisol,6.62,63.4,5.28,545,15,219,1.42,Moderate,0.816,98.1,0.266,2,33.9,100.0,229.8,Natural Regeneration,Brazil Nut
-2.832294,-72.349506,126.9,32.8,76.8,14.61,5.54,Ultisol,4.13,43.5,5.85,1446,37,115,1.19,Moderate,0.824,77.8,0.172,1,25.2,100.0,246.5,Natural Regeneration,Brazil Nut
-2.714987,-54.989461,240.4,24.59,86.5,8.28,2.99,Inceptisol,4.89,53.8,4.33,2270,36,194,1.43,Moderate,0.78,88.7,0.164,2,0.0,100.0,224.2,Natural Regeneration,Brazil Nut
-2.832726,-56.305528,138.0,31.35,73.2,5.12,1.98,Histosol,5.23,38.7,4.46,912,35,49,0.96,Moderate,0.689,66.7,0.229,1,30.7,100.0,212.1,Natural Regeneration,Brazil Nut
1.843265,-52.352286,173.2,28.56,87.9,17.1,1.78,Entisol,5.79,52.4,1.22,1077,6,192,1.01,Good,0.402,43.5,0.552,4,47.7,80.1,78.7,Direct Seeding,Açaí Palm
-4.744922,-68.326305,203.2,33.76,75.0,14.38,7.65,Inceptisol,4.27,57.9,4.19,1650,15,233,1.29,Moderate,0.794,71.7,0.07,1,0.8,100.0,233.6,Natural Regeneration,Brazil Nut
-4.3912,-63.048899,284.6,34.65,62.4,4.49,3.36,Oxisol,6.45,43.4,4.17,413,10,60,1.38,Poor,0.703,91.6,0.261,3,30.7,100.0,173.5,Natural Regeneration,Brazil Nut
-2.808681,-69.572291,89.7,28.3,85.8,9.39,3.89,Histosol,4.89,46.7,4.36,2454,21,87,1.57,Good,0.678,62.8,0.184,0,1.0,100.0,191.8,Natural Regeneration,Brazil Nut
-3.401016,-65.090362,151.6,29.6,82.6,4.89,6.69,Oxisol,4.52,44.1,2.35,1818,2,236,0.91,Good,0.477,44.7,0.587,4,62.2,93.4,133.0,Assisted Natural Regeneration,Andiroba
-3.145123,-61.466162,62.9,31.7,72.2,12.5,7.71,Ultisol,5.66,53.3,3.32,458,21,163,0.92,Poor,0.667,79.9,0.163,2,33.2,100.0,176.4,Natural Regeneration,Brazil Nut
1.383546,-72.720061,45.0,26.14,91.4,21.27,0.04,Oxisol,4.39,68.3,6.69,2324,30,43,1.3,Poor,0.95,90.6,0.01,0,3.2,100.0,250.0,Natural Regeneration,Brazil Nut
-0.494987,-56.84311,219.5,24.95,84.7,6.29,7.92,Ultisol,4.92,55.5,6.11,2212,34,65,1.06,Good,0.899,97.5,0.0,0,3.9,100.0,250.0,Natural Regeneration,Brazil Nut
-4.953835,-60.960959,82.4,34.54,64.0,7.68,0.6,Ultisol,6.41,41.7,3.72,950,32,48,1.46,Moderate,0.627,51.8,0.362,2,40.0,100.0,176.4,Direct Seeding,Açaí Palm
-1.565418,-54.104984,39.7,27.62,88.9,18.51,6.69,Oxisol,6.21,57.0,3.51,1441,16,193,1.08,Moderate,0.697,74.9,0.305,3,34.8,100.0,172.1,Agroforestry,Rubber Tree
-1.736921,-67.477268,316.0,22.02,100.0,20.69,7.6,Oxisol,4.79,67.0,5.7,618,15,32,1.45,Poor,0.95,87.9,0.0,0,11.0,100.0,250.0,Natural Regeneration,Brazil Nut
-4.088438,-52.320293,196.3,32.89,73.2,51.3,4.49,Ultisol,5.18,66.5,3.39,2443,16,123,1.08,Good,0.71,66.3,0.162,1,0.8,100.0,193.7,Natural Regeneration,Brazil Nut
0.409134,-50.031338,64.4,29.8,79.6,6.9,4.41,Ultisol,5.42,50.0,4.6,1090,9,110,1.06,Moderate,0.825,85.0,0.073,0,18.9,100.0,238.2,Natural Regeneration,Brazil Nut
0.616778,-51.936837,37.6,24.19,97.2,16.02,5.35,Ultisol,5.59,64.9,6.23,784,9,123,1.15,Good,0.95,95.9,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
0.767146,-55.330581,59.6,22.39,100.0,9.84,2.82,Oxisol,4.84,75.5,2.16,2338,31,182,1.4,Good,0.589,55.0,0.41,3,20.8,100.0,156.9,Agroforestry,Rubber Tree
0.827768,-54.503149,175.5,25.79,94.5,8.92,1.33,Ultisol,5.5,58.5,5.45,2459,17,112,1.06,Moderate,0.837,74.7,0.19,3,27.9,100.0,233.9,Natural Regeneration,Brazil Nut
-4.999577,-60.230138,240.6,34.06,70.5,14.56,0.53,Spodosol,6.17,41.6,6.98,1235,10,85,1.06,Moderate,0.95,92.5,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
2.631366,-69.436307,231.6,34.14,67.7,12.64,7.05,Histosol,5.92,46.5,1.23,1006,36,246,1.13,Moderate,0.309,26.4,0.57,5,72.2,94.5,74.0,Assisted Natural Regeneration,Andiroba
1.51367,-57.751024,67.7,26.04,87.1,5.42,4.38,Oxisol,6.66,54.2,1.18,407,2,126,1.54,Good,0.369,37.9,0.461,4,57.6,82.4,93.6,Direct Seeding,Açaí Palm
2.231854,-56.893928,229.1,32.87,67.5,19.42,5.55,Spodosol,4.67,46.4,5.18,439,31,29,0.98,Poor,0.77,73.1,0.062,1,3.5,100.0,232.5,Natural Regeneration,Brazil Nut
-4.874854,-50.350757,153.6,27.74,83.6,10.23,2.66,Ultisol,5.9,51.9,3.66,1786,38,35,1.54,Good,0.671,73.2,0.134,1,41.6,100.0,180.2,Natural Regeneration,Brazil Nut
